station,train_name,destination_station,train_number,arrival_planned_time,departure_planned_time,planned_platform,train_line_id,train_line_station_num,arrival_change_time,departure_change_time,stop_canceled,changed_platform
Aachen Hbf,RE 29,Hergenrath,5039,,2024-05-09 18:37:00,8,4374245727278111113-2405091837,1,,2024-05-09 18:39:00,False,
Aachen Hbf,RB 33,Aachen Hbf,10335,2024-05-09 18:27:00,,6,-697801236052378214-2405091616,31,2024-05-09 18:26:00,,False,
Aachen Hbf,RE 18,Maastricht,18960,,2024-05-09 18:47:00,6,-976382702756951967-2405091847,1,,2024-05-09 18:51:00,False,
Aachen Hbf,RE 1,Aachen Hbf,26824,2024-05-09 18:07:00,,2,-6476884751879318811-2405091520,26,2024-05-09 18:13:00,,False,
Aachen Hbf,RE 4,Dortmund Hbf,26431,,2024-05-09 18:22:00,7,-6813376667988938665-2405091822,1,,2024-05-09 18:25:00,False,
Aachen Hbf,RB 20,Stolberg(Rheinl)Hbf Gl.44,30028,2024-05-09 18:01:00,2024-05-09 18:02:00,1,-5951898927538060450-2405091750,4,2024-05-09 18:06:00,2024-05-09 18:06:00,False,
Aachen Hbf,ICE 12,Bruxelles Midi,12,2024-05-09 18:16:00,2024-05-09 18:21:00,9,3763871362376381297-2405091628,4,2024-05-09 18:18:00,,False,
Aachen Hbf,RE 9,Siegen Hbf,10929,,2024-05-09 19:18:00,3,-4937371511567608539-2405091918,1,,2024-05-09 19:20:00,False,
Aachen Hbf,RB 33,Essen Hbf,10338,,2024-05-09 19:37:00,3,5995759368429194373-2405091937,1,,,False,
Aachen Hbf,RE 18,Aachen Hbf,18961,2024-05-09 19:42:00,,6,1609041176747042801-2405091854,9,,,True,
Aachen Hbf,RE 9,Aachen Hbf,10926,2024-05-09 19:41:00,,3,4124699725257303251-2405091710,23,2024-05-09 19:46:00,,False,
Aachen Hbf,RB 20,Stolberg(Rheinl)Hbf Gl.44,30030,2024-05-09 19:01:00,2024-05-09 19:02:00,1,-7811884251388570740-2405091850,4,2024-05-09 19:03:00,2024-05-09 19:05:00,False,
Aachen Hbf,ICE 756,Aachen Hbf,756,2024-05-09 19:13:00,,8,-7937947848915178179-2405091255,12,,,True,
Aachen Hbf,RE 18,Aachen Hbf,18959,2024-05-09 19:12:00,,1,-7796063175859708626-2405091824,9,,,False,
Aachen Hbf,RE 29,Aachen Hbf,5018,2024-05-09 19:22:00,,6,-7253305283766633422-2405091808,2,2024-05-09 19:24:00,,False,8
Aachen Hbf,RB 20,Stolberg-Rathaus,30583,2024-05-09 19:30:00,2024-05-09 19:31:00,7,-7207039830129808965-2405091902,9,2024-05-09 19:33:00,2024-05-09 19:33:00,False,
Aachen Hbf,EST,Paris Nord,9486,2024-05-09 19:18:00,2024-05-09 19:23:00,9,-7063116224523946123-2405091742,5,2024-05-09 19:43:00,2024-05-09 19:46:00,False,
Aachen Hbf,RE 1,Aachen Hbf,26826,2024-05-09 19:07:00,,2,-758323293613645663-2405091620,26,2024-05-09 19:14:00,,False,
Aachen Hbf,ICE 657,Hannover Hbf,657,,2024-05-09 19:48:00,8,4757722904942764530-2405091948,1,,2024-05-09 19:52:00,False,7
Aachen Hbf,RE 29,Hergenrath,5040,,2024-05-09 19:37:00,6,-5175874939803582403-2405091937,1,,2024-05-09 19:39:00,False,8
Aachen Hbf,RE 4,Dortmund Hbf,26433,,2024-05-09 19:22:00,7,7627542345548093565-2405091922,1,,2024-05-09 19:26:00,False,
Aachen Hbf,RE 18,Maastricht,18962,,2024-05-09 19:17:00,1,-8053212848275694556-2405091917,1,,,False,
Aachen Hbf,RE 4,Aachen Hbf,26428,2024-05-09 19:36:00,,7,5033649121656058762-2405091709,23,2024-05-09 20:04:00,,False,6
Aachen Hbf,RE 1,Hamm(Westf)Hbf,26835,,2024-05-09 19:51:00,2,3724625047564530315-2405091951,1,,2024-05-09 19:52:00,False,
Aachen Hbf,RB 33,Aachen Hbf,10337,2024-05-09 19:27:00,,3,-2125915599483400694-2405091716,31,2024-05-09 19:29:00,,False,
Aachen Hbf,ICE 19,Frankfurt(Main)Hbf,19,2024-05-09 19:36:00,2024-05-09 19:39:00,9,4341219805487381340-2405091825,4,2024-05-09 19:46:00,2024-05-09 19:49:00,False,8
Aachen Hbf,RB 20,Stolberg(Rheinl)Hbf,30031,2024-05-09 19:00:00,2024-05-09 19:01:00,8,8283963531820422264-2405091812,14,,,False,
Aachen Hbf,RB 20,Alsdorf-Annapark,30578,2024-05-09 19:31:00,2024-05-09 19:32:00,1,-3188093330938561444-2405091904,9,,2024-05-09 19:33:00,False,
Aachen Hbf,RB 20,Stolberg-Rathaus,30585,2024-05-09 20:30:00,2024-05-09 20:31:00,7,7872498165684149211-2405092002,9,2024-05-09 20:31:00,2024-05-09 20:32:00,False,
Aachen Hbf,RE 1,Hamm(Westf)Hbf,26837,,2024-05-09 20:51:00,2,848617669711517537-2405092051,1,,,False,
Aachen Hbf,RE 29,Hergenrath,5041,,2024-05-09 20:37:00,8,-6329354370223838685-2405092037,1,,,False,
Aachen Hbf,NJ,Berlin Hbf,425,2024-05-09 20:57:00,2024-05-09 21:10:00,9,-9061060548328880741-2405091903,4,,,False,
Aachen Hbf,RE 9,Aachen Hbf,10928,2024-05-09 20:41:00,,3,-4724875222103811586-2405091810,23,2024-05-09 20:42:00,,False,
Aachen Hbf,RE 29,Aachen Hbf,5019,2024-05-09 20:22:00,,<,-7978519111258534503-2405091908,2,,,False,8
Aachen Hbf,RB 33,Essen Hbf,10340,,2024-05-09 20:36:00,6,-3507760180532579777-2405092036,1,,,False,
Aachen Hbf,RE 4,Aachen Hbf,26430,2024-05-09 20:35:00,,7,8492881050679500082-2405091809,23,2024-05-09 20:40:00,,False,
Aachen Hbf,RE 9,Siegen Hbf,10931,,2024-05-09 20:18:00,3,-378032818941792498-2405092018,1,,,False,
Aachen Hbf,EST,Dortmund Hbf,9471,2024-05-09 20:33:00,2024-05-09 20:36:00,9,2992875254283182386-2405091754,4,,,False,
Aachen Hbf,ICE 10,Bruxelles Midi,10,2024-05-09 20:16:00,2024-05-09 20:21:00,9,-8942408890709913676-2405091828,4,2024-05-09 20:15:00,,False,
Aachen Hbf,RE 4,Dortmund Hbf,26435,,2024-05-09 20:22:00,7,-8129392293567688085-2405092022,1,,,False,
Aachen Hbf,RE 18,Maastricht,18966,,2024-05-09 20:15:00,6,-1661393425858138034-2405092015,1,,,True,
Aachen Hbf,RE 1,Aachen Hbf,26828,2024-05-09 20:07:00,,2,524709328214816894-2405091720,26,2024-05-09 20:28:00,,False,
Aachen Hbf,RE 18,Aachen Hbf,18965,2024-05-09 20:42:00,,1,-6555740823265646541-2405091954,9,,,False,
Aachen Hbf,RB 33,Aachen Hbf,10339,2024-05-09 20:27:00,,6,6186936503293237440-2405091816,31,2024-05-09 20:28:00,,False,
Aachen Hbf,ICE 1544,Aachen Hbf,1544,2024-05-09 20:52:00,,6,5413975876871307459-2405091454,21,2024-05-09 21:46:00,,False,
Aachen Hbf,RB 20,Stolberg(Rheinl)Hbf,30033,2024-05-09 20:00:00,2024-05-09 20:01:00,8,8695786270505834772-2405091912,14,2024-05-09 20:01:00,,False,
Aachen Hbf,RB 20,Alsdorf-Annapark,30580,2024-05-09 20:31:00,2024-05-09 20:32:00,1,-1730048360711706466-2405092004,9,,,False,
Aachen Hbf,NJ,Wien Hbf,40425,2024-05-09 20:57:00,2024-05-09 21:10:00,9,-4775919377312079274-2405091903,4,,,False,
Aachen Hbf,RB 20,Stolberg(Rheinl)Hbf Gl.44,30032,2024-05-09 20:01:00,2024-05-09 20:02:00,1,1004364849521162048-2405091950,4,2024-05-09 20:04:00,2024-05-09 20:05:00,False,
Aschaffenburg Hbf,ICE 726,Essen Hbf,726,2024-05-09 10:32:00,2024-05-09 10:33:00,8,5394868531176279031-2405090747,5,2024-05-09 10:34:00,2024-05-09 10:36:00,False,
Aschaffenburg Hbf,ICE 529,München Hbf,529,2024-05-09 10:22:00,2024-05-09 10:23:00,6,7320863906691937525-2405090722,9,2024-05-09 10:23:00,2024-05-09 10:25:00,False,
Aschaffenburg Hbf,RB 88,Aschaffenburg Hbf,23312,2024-05-09 10:04:00,,4,-3425507487526535759-2405090917,14,2024-05-09 10:05:00,,False,
Aschaffenburg Hbf,HLB RB58,Rüsselsheim Opelwerk,28632,2024-05-09 10:09:00,2024-05-09 10:10:00,8,6054010950647334354-2405090959,3,2024-05-09 10:10:00,2024-05-09 10:11:00,False,
Aschaffenburg Hbf,RB 88,Miltenberg,23311,,2024-05-09 10:54:00,4,-1529035069148560270-2405091054,1,,,False,
Aschaffenburg Hbf,HLB RB75,Wiesbaden Hbf,28714,,2024-05-09 10:47:00,5,560089903690161018-2405091047,1,,,False,
Aschaffenburg Hbf,HLB RB58,Laufach,28621,2024-05-09 10:47:00,2024-05-09 10:57:00,7,-955893747407633549-2405090933,18,,,False,
Aschaffenburg Hbf,RE 55,Frankfurt(Main)Hbf,4610,2024-05-09 10:41:00,2024-05-09 10:43:00,8,-6378314624071748749-2405090937,10,2024-05-09 10:43:00,2024-05-09 10:46:00,False,
Aschaffenburg Hbf,HLB RB75,Aschaffenburg Hbf,28709,2024-05-09 10:12:00,,5,-4873347673996685079-2405090836,20,2024-05-09 10:14:00,,False,
Aschaffenburg Hbf,RE 54,Bamberg,4609,2024-05-09 10:15:00,2024-05-09 10:16:00,6,-428509086416826477-2405090930,13,,2024-05-09 10:18:00,False,
Aschaffenburg Hbf,RE 87,Aschaffenburg Hbf,4382,2024-05-09 10:32:00,,3,802317256754546736-2405090733,34,,,False,
Aschaffenburg Hbf,RB 88,Miltenberg,23313,,2024-05-09 11:54:00,4,-9093708418038660725-2405091154,1,,,False,
Aschaffenburg Hbf,HLB RB75,Wiesbaden Hbf,28716,,2024-05-09 11:47:00,5,-4998724457607087235-2405091147,1,,2024-05-09 11:48:00,False,
Aschaffenburg Hbf,HLB RB58,Laufach,28625,2024-05-09 11:47:00,2024-05-09 12:01:00,7,1316754166502893530-2405091033,18,,,False,
Aschaffenburg Hbf,RE 87,Crailsheim,4389,,2024-05-09 11:26:00,3,1822025845680684470-2405091126,1,,2024-05-09 11:27:00,False,
Aschaffenburg Hbf,ICE 621,München Hbf,621,2024-05-09 11:22:00,2024-05-09 11:23:00,6,5432365024261254671-2405090849,7,2024-05-09 11:30:00,2024-05-09 11:33:00,False,
Aschaffenburg Hbf,HLB RB75,Aschaffenburg Hbf,28711,2024-05-09 11:12:00,,5,8385732764714623624-2405090936,20,2024-05-09 11:15:00,,False,
Aschaffenburg Hbf,HLB RB58,Rüsselsheim Opelwerk,28636,2024-05-09 11:09:00,2024-05-09 11:10:00,8,-3396335965713348311-2405091100,3,,,False,
Aschaffenburg Hbf,RE 55,Würzburg Hbf,4611,2024-05-09 11:15:00,2024-05-09 11:16:00,6,-8176481796319810919-2405091034,8,2024-05-09 11:23:00,2024-05-09 11:27:00,False,
Aschaffenburg Hbf,RE 54,Frankfurt(Main)Hbf,4612,2024-05-09 11:41:00,2024-05-09 11:43:00,8,-8127132002161118974-2405090926,13,2024-05-09 11:43:00,2024-05-09 11:46:00,False,
Aschaffenburg Hbf,ICE 724,Essen Hbf,724,2024-05-09 11:32:00,2024-05-09 11:33:00,8,-4676367904559688889-2405090847,4,2024-05-09 11:34:00,2024-05-09 11:35:00,False,
Aschaffenburg Hbf,RB 88,Aschaffenburg Hbf,23314,2024-05-09 11:04:00,,4,7538985734936637340-2405091017,14,2024-05-09 11:05:00,,False,
Aschaffenburg Hbf,RE 54,Bamberg,4613,2024-05-09 12:15:00,2024-05-09 12:16:00,6,-4254203372059486348-2405091130,13,2024-05-09 12:37:00,2024-05-09 12:39:00,False,7
Aschaffenburg Hbf,RE 87,Aschaffenburg Hbf,4384,2024-05-09 12:32:00,,3,-727581292108668516-2405090933,34,2024-05-09 12:33:00,,False,
Aschaffenburg Hbf,HLB RB58,Laufach,28627,2024-05-09 12:47:00,2024-05-09 13:10:00,7,4063907653710915899-2405091133,18,2024-05-09 12:51:00,2024-05-09 13:11:00,False,
Aschaffenburg Hbf,HLB RB75,Aschaffenburg Hbf,28713,2024-05-09 12:12:00,,5,2323704079713614011-2405091036,20,2024-05-09 12:13:00,,False,
Aschaffenburg Hbf,RB 88,Miltenberg,23315,,2024-05-09 12:56:00,4,5541256277927285538-2405091256,1,,,False,
Aschaffenburg Hbf,HLB RB75,Wiesbaden Hbf,28718,,2024-05-09 12:47:00,5,1069376658522798493-2405091247,1,,2024-05-09 12:48:00,False,
Aschaffenburg Hbf,HLB RB58,Rüsselsheim Opelwerk,28638,2024-05-09 12:09:00,2024-05-09 12:10:00,8,6503359451334113100-2405091200,3,,,False,
Aschaffenburg Hbf,RB 88,Aschaffenburg Hbf,23316,2024-05-09 12:04:00,,4,137826859028721587-2405091117,14,2024-05-09 12:05:00,,False,
Aschaffenburg Hbf,ICE 722,Essen Hbf,722,2024-05-09 12:32:00,2024-05-09 12:33:00,8,-7906017824379584014-2405090951,4,2024-05-09 12:37:00,2024-05-09 12:39:00,False,
Aschaffenburg Hbf,ICE 623,München Hbf,623,2024-05-09 12:22:00,2024-05-09 12:23:00,6,8643789978838418197-2405090941,8,2024-05-09 12:23:00,2024-05-09 12:25:00,False,
Aschaffenburg Hbf,RE 55,Frankfurt(Main)Hbf,4614,2024-05-09 12:41:00,2024-05-09 12:43:00,8,-4751829360050158741-2405091137,10,2024-05-09 12:49:00,2024-05-09 12:51:00,False,
Aschaffenburg Hbf,HLB RB75,Aschaffenburg Hbf,28715,2024-05-09 13:12:00,,5,6880639992858032713-2405091136,20,2024-05-09 13:16:00,,False,
Aschaffenburg Hbf,RB 88,Aschaffenburg Hbf,23318,2024-05-09 13:05:00,,4,1741611661594654031-2405091217,14,2024-05-09 13:06:00,,False,
Aschaffenburg Hbf,RE 54,Frankfurt(Main)Hbf,4616,2024-05-09 13:41:00,2024-05-09 13:43:00,8,9191945868145213951-2405091126,13,2024-05-09 13:39:00,,False,
Aschaffenburg Hbf,RB 88,Miltenberg,23317,,2024-05-09 13:54:00,4,2825186461189901640-2405091354,1,,,False,
Aschaffenburg Hbf,HLB RB75,Wiesbaden Hbf,28720,,2024-05-09 13:47:00,5,-8028159696415805643-2405091347,1,,,False,
Aschaffenburg Hbf,ICE 625,München Hbf,625,2024-05-09 13:22:00,2024-05-09 13:23:00,6,-2018983246501305667-2405091053,7,2024-05-09 13:52:00,2024-05-09 13:54:00,False,
Aschaffenburg Hbf,RE 55,Würzburg Hbf,4615,2024-05-09 13:15:00,2024-05-09 13:16:00,6,-296415003548152367-2405091234,8,2024-05-09 13:16:00,2024-05-09 13:18:00,False,
Aschaffenburg Hbf,ICE 720,Essen Hbf,720,2024-05-09 13:32:00,2024-05-09 13:33:00,8,6519626148103819066-2405091048,4,2024-05-09 13:31:00,,False,
Aschaffenburg Hbf,RE 87,Crailsheim,4391,,2024-05-09 13:26:00,3,-478644322819223437-2405091326,1,,,False,
Aschaffenburg Hbf,HLB RB58,Rüsselsheim Opelwerk,28642,2024-05-09 13:09:00,2024-05-09 13:10:00,8,-5374855290448006225-2405091300,3,2024-05-09 13:13:00,2024-05-09 13:14:00,False,
Aschaffenburg Hbf,HLB RB58,Laufach,28631,2024-05-09 13:47:00,2024-05-09 13:48:00,6,-8551902424913337327-2405091233,18,2024-05-09 13:50:00,2024-05-09 14:06:00,False,5
Aschaffenburg Hbf,RE 87,Aschaffenburg Hbf,4388,2024-05-09 14:32:00,,3,-7924576897910571628-2405091133,34,,,False,
Aschaffenburg Hbf,HLB RB58,Laufach,28633,2024-05-09 14:47:00,2024-05-09 14:47:00,6,6336714793978922122-2405091333,18,2024-05-09 14:50:00,2024-05-09 14:52:00,False,
Aschaffenburg Hbf,RE 54,Bamberg,4617,2024-05-09 14:15:00,2024-05-09 14:16:00,6,7368404533619018762-2405091330,13,2024-05-09 14:19:00,2024-05-09 14:21:00,False,
Aschaffenburg Hbf,RE 55,Frankfurt(Main)Hbf,4618,2024-05-09 14:41:00,2024-05-09 14:43:00,8,-9141550527027631705-2405091337,10,2024-05-09 14:45:00,2024-05-09 14:47:00,False,
Aschaffenburg Hbf,HLB RB75,Aschaffenburg Hbf,28717,2024-05-09 14:12:00,,5,7303764806065105553-2405091236,20,2024-05-09 14:13:00,,False,
Aschaffenburg Hbf,ICE 627,München Hbf,627,2024-05-09 14:22:00,2024-05-09 14:23:00,6,-1171414569015651686-2405091152,7,2024-05-09 14:23:00,2024-05-09 14:26:00,False,
Aschaffenburg Hbf,HLB RB58,Rüsselsheim Opelwerk,28646,2024-05-09 14:01:00,2024-05-09 14:02:00,8,3385658629893522228-2405091351,3,,2024-05-09 14:05:00,False,
Aschaffenburg Hbf,RB 88,Miltenberg,23319,,2024-05-09 14:54:00,4,8652906450589511467-2405091454,1,,,False,
Aschaffenburg Hbf,RB 88,Aschaffenburg Hbf,23320,2024-05-09 14:04:00,,4,-5007110264094893903-2405091317,14,2024-05-09 14:05:00,,False,
Aschaffenburg Hbf,ICE 628,Essen Hbf,628,2024-05-09 14:32:00,2024-05-09 14:33:00,8,8429649765325465614-2405091151,4,2024-05-09 14:30:00,,False,
Aschaffenburg Hbf,RE 55,Frankfurt(Main)Hbf,4646,2024-05-09 14:10:00,2024-05-09 14:12:00,8,2342160489709001012-2405091219,6,2024-05-09 14:12:00,2024-05-09 14:13:00,False,
Aschaffenburg Hbf,HLB RB75,Wiesbaden Hbf,28722,,2024-05-09 14:47:00,5,4391830885386391345-2405091447,1,,2024-05-09 14:48:00,False,
Aschaffenburg Hbf,RE 87,Crailsheim,4393,,2024-05-09 15:26:00,3,-1911271497706801982-2405091526,1,,2024-05-09 15:27:00,False,
Aschaffenburg Hbf,RB 88,Aschaffenburg Hbf,23322,2024-05-09 15:04:00,,4,-7548623543593000837-2405091417,14,2024-05-09 15:05:00,,False,
Aschaffenburg Hbf,RE 54,Frankfurt(Main)Hbf,4620,2024-05-09 15:41:00,2024-05-09 15:43:00,8,3121167650009527420-2405091326,13,2024-05-09 15:42:00,2024-05-09 15:45:00,False,7
Aschaffenburg Hbf,ICE 626,Dortmund Hbf,626,2024-05-09 15:32:00,2024-05-09 15:33:00,8,5042424630356113204-2405091247,4,2024-05-09 15:30:00,2024-05-09 15:34:00,False,
Aschaffenburg Hbf,RB 88,Miltenberg,23321,,2024-05-09 15:54:00,4,-1426949319941562590-2405091554,1,,,False,
Aschaffenburg Hbf,ICE 629,München Hbf,629,2024-05-09 15:22:00,2024-05-09 15:23:00,6,4662916557549276575-2405091255,7,2024-05-09 15:25:00,2024-05-09 15:26:00,False,
Aschaffenburg Hbf,HLB RB75,Wiesbaden Hbf,28724,,2024-05-09 15:47:00,5,-8814967035607451954-2405091547,1,,,False,
Aschaffenburg Hbf,HLB RB75,Aschaffenburg Hbf,28719,2024-05-09 15:12:00,,5,-1646682113818431172-2405091336,20,,,False,
Aschaffenburg Hbf,HLB RB58,Rüsselsheim Opelwerk,28652,2024-05-09 15:00:00,2024-05-09 15:10:00,7,4083318717411404032-2405091450,3,2024-05-09 15:01:00,2024-05-09 15:11:00,False,
Aschaffenburg Hbf,RE 55,Bamberg,4649,2024-05-09 15:48:00,2024-05-09 15:50:00,6,2733403889289065674-2405091501,6,2024-05-09 15:53:00,2024-05-09 15:54:00,False,
Aschaffenburg Hbf,HLB RB58,Laufach,28639,2024-05-09 15:46:00,2024-05-09 15:53:00,7,-2739133219262020901-2405091433,18,2024-05-09 15:48:00,2024-05-09 15:56:00,False,
Aschaffenburg Hbf,RE 55,Würzburg Hbf,4619,2024-05-09 15:15:00,2024-05-09 15:16:00,6,1151106407339648712-2405091434,8,2024-05-09 15:19:00,2024-05-09 15:20:00,False,7
Aschaffenburg Hbf,HLB RB75,Aschaffenburg Hbf,28721,2024-05-09 16:12:00,,5,-4276859890611699510-2405091436,20,,,False,
Aschaffenburg Hbf,ICE 624,Dortmund Hbf,624,2024-05-09 16:32:00,2024-05-09 16:33:00,8,-4521437519262178170-2405091351,4,2024-05-09 16:35:00,2024-05-09 16:37:00,False,
Aschaffenburg Hbf,RB 88,Miltenberg,23323,,2024-05-09 16:54:00,4,-6019987087034953329-2405091654,1,,,False,
Aschaffenburg Hbf,RE 87,Aschaffenburg Hbf,4390,2024-05-09 16:32:00,,3,-2563286175320022629-2405091333,34,2024-05-09 16:33:00,,False,
Aschaffenburg Hbf,RB 88,Aschaffenburg Hbf,23324,2024-05-09 16:04:00,,4,2616074276919524041-2405091517,14,2024-05-09 16:05:00,,False,
Aschaffenburg Hbf,RE 55,Frankfurt(Main)Hbf,4622,2024-05-09 16:41:00,2024-05-09 16:43:00,8,3781227478944820339-2405091537,10,2024-05-09 16:54:00,2024-05-09 16:57:00,False,
Aschaffenburg Hbf,HLB RB58,Laufach,28649,2024-05-09 16:47:00,2024-05-09 16:47:00,6,6883978282139815244-2405091533,18,2024-05-09 16:50:00,2024-05-09 16:54:00,False,7
Aschaffenburg Hbf,HLB RB58,Rüsselsheim Opelwerk,28654,2024-05-09 16:00:00,2024-05-09 16:10:00,8,4622492936568254715-2405091550,3,2024-05-09 16:01:00,2024-05-09 16:11:00,False,
Aschaffenburg Hbf,HLB RB75,Wiesbaden Hbf,28726,,2024-05-09 16:47:00,5,119605471704438043-2405091647,1,,,False,
Aschaffenburg Hbf,ICE 229,Wien Hbf,229,2024-05-09 16:51:00,2024-05-09 16:52:00,6,6492627968416470339-2405091236,12,2024-05-09 16:46:00,,False,
Aschaffenburg Hbf,ICE 721,München Hbf,721,2024-05-09 16:22:00,2024-05-09 16:23:00,6,-388013222747031970-2405091354,7,2024-05-09 16:25:00,2024-05-09 16:27:00,False,
Aschaffenburg Hbf,RE 54,Bamberg,4621,2024-05-09 16:15:00,2024-05-09 16:16:00,6,9127946800501944634-2405091530,13,2024-05-09 16:20:00,2024-05-09 16:22:00,False,
Aschaffenburg Hbf,RB 88,Aschaffenburg Hbf,23326,2024-05-09 17:04:00,,4,6750896036032392387-2405091617,14,2024-05-09 17:05:00,,False,
Aschaffenburg Hbf,ICE 723,München Hbf,723,2024-05-09 17:22:00,2024-05-09 17:23:00,6,958240752594003824-2405091453,7,2024-05-09 17:21:00,2024-05-09 17:25:00,False,
Aschaffenburg Hbf,RE 87,Crailsheim,4395,,2024-05-09 17:26:00,3,-8816818072346990401-2405091726,1,,,False,
Aschaffenburg Hbf,RB 88,Miltenberg,23325,,2024-05-09 17:54:00,4,-8929269101590966815-2405091754,1,,,False,
Aschaffenburg Hbf,HLB RB58,Rüsselsheim Opelwerk,28698,2024-05-09 17:00:00,2024-05-09 17:10:00,7,7010641888428485149-2405091650,3,2024-05-09 17:04:00,2024-05-09 17:13:00,False,
Aschaffenburg Hbf,HLB RB75,Aschaffenburg Hbf,28723,2024-05-09 17:12:00,,5,-8800040756764919345-2405091536,20,2024-05-09 17:15:00,,False,
Aschaffenburg Hbf,RE 54,Frankfurt(Main)Hbf,4624,2024-05-09 17:41:00,2024-05-09 17:43:00,8,-8952008243877210949-2405091526,13,2024-05-09 18:17:00,2024-05-09 18:19:00,False,
Aschaffenburg Hbf,ICE 622,Dortmund Hbf,622,2024-05-09 17:32:00,2024-05-09 17:33:00,8,-2142784246140329213-2405091447,4,2024-05-09 17:34:00,2024-05-09 17:35:00,False,
Aschaffenburg Hbf,HLB RB75,Wiesbaden Hbf,28728,,2024-05-09 17:47:00,5,2840995703214875029-2405091747,1,,,False,
Aschaffenburg Hbf,HLB RB58,Laufach,28665,2024-05-09 17:47:00,2024-05-09 17:52:00,7,-1495553963140407943-2405091633,18,,2024-05-09 17:54:00,False,
Aschaffenburg Hbf,RE 55,Würzburg Hbf,4623,2024-05-09 17:15:00,2024-05-09 17:16:00,6,-3292467818332395433-2405091634,8,2024-05-09 17:16:00,2024-05-09 17:19:00,False,
Aschaffenburg Hbf,HLB RB75,Aschaffenburg Hbf,28725,2024-05-09 18:12:00,,5,-4941982272556766188-2405091636,20,2024-05-09 18:19:00,,False,
Aschaffenburg Hbf,RE 54,Bamberg,4625,2024-05-09 18:15:00,2024-05-09 18:16:00,6,4009932964148084182-2405091730,13,2024-05-09 18:26:00,2024-05-09 18:27:00,False,
Aschaffenburg Hbf,RE 87,Aschaffenburg Hbf,4392,2024-05-09 18:32:00,,4,435878796085165386-2405091533,34,,,False,
Aschaffenburg Hbf,RB 88,Miltenberg,23327,,2024-05-09 18:54:00,4,-4924130947960635369-2405091854,1,,,False,
Aschaffenburg Hbf,RB 88,Aschaffenburg Hbf,23328,2024-05-09 18:04:00,,3,9095608621303780025-2405091717,14,2024-05-09 18:05:00,,False,
Aschaffenburg Hbf,HLB RB58,Laufach,28653,2024-05-09 18:47:00,2024-05-09 18:47:00,6,-4859728681474986381-2405091733,18,2024-05-09 18:51:00,2024-05-09 18:53:00,False,
Aschaffenburg Hbf,HLB RB58,Rüsselsheim Opelwerk,28678,2024-05-09 18:00:00,2024-05-09 18:10:00,7,-6868614540691974021-2405091750,3,2024-05-09 18:06:00,,False,
Aschaffenburg Hbf,HLB RB75,Wiesbaden Hbf,28730,,2024-05-09 18:47:00,5,-9171244078081665846-2405091847,1,,2024-05-09 18:52:00,False,
Aschaffenburg Hbf,ICE 927,Passau Hbf,927,2024-05-09 18:51:00,2024-05-09 18:52:00,6,-1497213994658544450-2405091137,16,,,True,
Aschaffenburg Hbf,ICE 620,Dortmund Hbf,620,2024-05-09 18:32:00,2024-05-09 18:33:00,8,-1188267942167451229-2405091551,4,2024-05-09 18:29:00,2024-05-09 18:32:00,False,
Aschaffenburg Hbf,RE 55,Frankfurt(Main)Hbf,4626,2024-05-09 18:41:00,2024-05-09 18:43:00,8,3066189143901278962-2405091737,10,2024-05-09 18:43:00,2024-05-09 18:44:00,False,
Aschaffenburg Hbf,ICE 725,München Hbf,725,2024-05-09 18:22:00,2024-05-09 18:23:00,6,6013213540626996483-2405091552,7,2024-05-09 18:30:00,2024-05-09 18:32:00,False,
Aschaffenburg Hbf,HLB RB75,Wiesbaden Hbf,28732,,2024-05-09 19:47:00,5,-7074564706453150115-2405091947,1,,,False,
Aschaffenburg Hbf,ICE 1128,Wiesbaden Hbf,1128,2024-05-09 19:32:00,2024-05-09 19:33:00,8,-4299390533875955991-2405091648,4,2024-05-09 19:30:00,,False,
Aschaffenburg Hbf,HLB RB58,Laufach,28657,2024-05-09 19:47:00,2024-05-09 19:47:00,6,-1488572303901744501-2405091833,18,,,False,
Aschaffenburg Hbf,ICE 528,Dortmund Hbf,528,2024-05-09 19:32:00,2024-05-09 19:33:00,8,50770787591072936-2405091648,4,2024-05-09 19:30:00,,False,
Aschaffenburg Hbf,HLB RB75,Aschaffenburg Hbf,28727,2024-05-09 19:12:00,,5,-3428575975621974124-2405091736,20,,,False,
Aschaffenburg Hbf,RB 88,Aschaffenburg Hbf,23330,2024-05-09 19:04:00,,4,6047337766740170237-2405091817,14,2024-05-09 19:05:00,,False,
Aschaffenburg Hbf,RE 87,Crailsheim,4399,,2024-05-09 19:26:00,3,-8644890037386191384-2405091926,1,,,False,
Aschaffenburg Hbf,HLB RB58,Rüsselsheim Opelwerk,28668,2024-05-09 19:58:00,2024-05-09 20:10:00,7,-3926124348684698103-2405091948,3,2024-05-09 19:59:00,2024-05-09 20:12:00,False,
Aschaffenburg Hbf,HLB RB58,Rüsselsheim Opelwerk,28699,2024-05-09 19:00:00,2024-05-09 19:10:00,7,6851991054977327487-2405091850,3,2024-05-09 19:05:00,2024-05-09 19:12:00,False,
Aschaffenburg Hbf,RE 54,Frankfurt(Main)Hbf,4628,2024-05-09 19:41:00,2024-05-09 19:43:00,8,-4384291237910028934-2405091726,13,2024-05-09 19:40:00,,False,
Aschaffenburg Hbf,RB 88,Miltenberg,23329,,2024-05-09 19:54:00,4,-40594530491867929-2405091954,1,,,False,
